Window,Objective,Selection Size,Model,Evaluation Count,Observed Count,Observed Rate,Random Rate,Expected Count,Lift,Rate CI Low,Rate CI High,Lift CI Low,Lift CI High,Exact p-value,Monte Carlo p-value,Mean Hit@4,Mean Hit@5,Mean Hit@6,q-value,Evidence Status
All,NearPerfect,5,M1,15797,187,0.011837690700765967,0.012737262737262736,201.21053946053945,0.9293747758013126,0.010209813090273853,0.013648838687422822,0.8015704237932649,1.071567649106686,0.8519885202803622,0.8533429331413371,,1.2455529530923592,,0.9402984600208805,No historical evidence
All,NearPerfect,5,M2,15797,199,0.012597328606697475,0.012737262737262736,201.21053946053945,0.9890137988473862,0.010916688742953363,0.014460822165149857,0.857067092682064,1.135316312730589,0.5718893659606461,0.5708285834283314,,1.2532759384693297,,0.9402984600208805,No historical evidence
All,NearPerfect,5,M3,15797,180,0.01139456858897259,0.012737262737262736,201.21053946053945,0.894585345691103,0.00979828098898815,0.013174375807945827,0.7692611192138932,1.0343176614708842,0.9402984600208805,0.9406611867762644,,1.247452047857188,,0.9402984600208805,No historical evidence
All,NearPerfect,5,M4,15797,181,0.011457871747800216,0.012737262737262736,201.21053946053945,0.8995552642782758,0.009857032882765153,0.013242194324216017,0.7738737188743465,1.0396420798855086,0.9310565975685164,0.9315213695726086,,1.2440969804393238,,0.9402984600208805,No historical evidence
All,NearPerfect,5,M5,15797,208,0.013167057036146103,0.012737262737262736,201.21053946053945,1.0337430661319411,0.011447919784936866,0.015068743263255722,0.8987739376252395,1.183044078942665,0.3243936134761633,0.3268334633307334,,1.2394758498449072,,0.9402984600208805,Promising historical signal - insufficient evidence
All,NearPerfect,5,M6,15797,204,0.012913844400835602,0.012737262737262736,201.21053946053945,1.01386339178325,0.011211708151397493,0.01479866428912291,0.8802290085920699,1.1618402316401595,0.4310721789546049,0.42977140457190854,,1.2426410077862886,,0.9402984600208805,Promising historical signal - insufficient evidence
All,NearPerfect,5,Ensemble,15797,210,0.013293663353801355,0.012737262737262736,201.21053946053945,1.0436829033062869,0.011566089260074708,0.015203719532538896,0.9080513999478261,1.1936410393781518,0.27569564100823,0.2781744365112698,,1.2429575235804267,,0.9402984600208805,Promising historical signal - insufficient evidence
All,NearPerfect,6,M1,15797,46,0.002911945306070773,0.003224623477788035,50.93937707861759,0.9030342072892966,0.002132674709546518,0.0038822382251160583,0.6613716994361925,1.2039353592311872,0.7745136446383818,0.7752844943101138,,,1.4973729189086535,0.9883292745002592,No historical evidence
All,NearPerfect,6,M2,15797,52,0.0032917642590365257,0.003224623477788035,50.93937707861759,1.0208212778052916,0.0024593945662648425,0.004314497687301881,0.7626920113947351,1.337984951428021,0.45946455415894694,0.45701085978280437,,,1.4995252263087928,0.9883292745002592,Promising historical signal - insufficient evidence
All,NearPerfect,6,M3,15797,46,0.002911945306070773,0.003224623477788035,50.93937707861759,0.9030342072892966,0.002132674709546518,0.0038822382251160583,0.6613716994361925,1.2039353592311872,0.7745136446383818,0.7779844403111937,,,1.4995885294676203,0.9883292745002592,No historical evidence
All,NearPerfect,6,M4,15797,38,0.002405520035449769,0.003224623477788035,50.93937707861759,0.7459847799346363,0.001702834274102189,0.0033002841906940444,0.5280722806342235,1.0234634255525268,0.9747040406481734,0.9739205215895682,,,1.4979426473381021,0.9883292745002592,No historical evidence
All,NearPerfect,6,M5,15797,64,0.004051402164968032,0.003224623477788035,50.93937707861759,1.2563954188372823,0.003121429302839081,0.005170645625659428,0.9679980699576928,1.6034881781628307,0.042763673801065195,0.04245915081698366,,,1.4871178071785782,0.14967285830372817,Promising historical signal - insufficient evidence
All,NearPerfect,6,M6,15797,36,0.002278913717794518,0.003224623477788035,50.93937707861759,0.7067224230959712,0.0015966179352112934,0.0031535948520434215,0.49513313607283865,0.9779730482538891,0.9883292745002592,0.9892602147957041,,,1.4957270367791353,0.9883292745002592,No historical evidence
All,NearPerfect,6,Ensemble,15797,64,0.004051402164968032,0.003224623477788035,50.93937707861759,1.2563954188372823,0.003121429302839081,0.005170645625659428,0.9679980699576928,1.6034881781628307,0.042763673801065195,0.04051918961620768,,,1.490726087231753,0.14967285830372817,Promising historical signal - insufficient evidence
Last 25,Exact,4,M1,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,1.04,,,1.0,Insufficient tail sample
Last 25,Exact,4,M2,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,0.84,,,1.0,Insufficient tail sample
Last 25,Exact,4,M3,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,0.88,,,1.0,Insufficient tail sample
Last 25,Exact,4,M4,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,1.08,,,1.0,Insufficient tail sample
Last 25,Exact,4,M5,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,0.96,,,1.0,Insufficient tail sample
Last 25,Exact,4,M6,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,1.08,,,1.0,Insufficient tail sample
Last 25,Exact,4,Ensemble,25,0,0.0,0.003063392303898633,0.07658480759746583,0.0,0.0,0.1371851715307125,0.0,44.78211013200088,1.0,1.0,0.68,,,1.0,Insufficient tail sample
Last 25,Exact,5,M1,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.4,,1.0,Insufficient tail sample
Last 25,Exact,5,M2,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.12,,1.0,Insufficient tail sample
Last 25,Exact,5,M3,25,0,0.0,0.0006449246955576069,0.01612311738894017,0.0,0.0,0.1371851715307125,0.0,212.7150231270042,1.0,1.0,,1.16,,1.0,Insufficient tail sample
