Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
48842,48843,16605,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,19 52 60 73,0,19 52 60 73 7,1,19 52 60 73 7 31,1,55 71 72 79,0,55 71 72 79 40,1,55 71 72 79 40 80,1,3 8 29 70,2,3 8 29 70 52,2,3 8 29 70 52 34,2,3 8 29 34,2,3 8 29 34 39,2,3 8 29 34 39 49,2,10 55 72 79,0,10 55 72 79 8,0,10 55 72 79 8 80,0,3 8 29 34,2,3 8 29 34 39,2,3 8 29 34 39 52,2,3 29 34 39,2,3 29 34 39 70,2,3 29 34 39 70 52,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 8 29 34,2,3 8 29 34 39,2,3 8 29 34 39 64,2,3 5 8 13,1,3 5 8 13 17,2,3 5 8 13 17 24,2,72 74 77 80,1,72 74 77 80 73,1,72 74 77 80 73 76,1,34 3 64 79,1,34 3 64 79 39,1,34 3 64 79 39 72,1,29 34 70 79,1,8 29 34 39 70,1,3 8 29 34 70 79,2,3 8 29 34,2,3 8 29 34 39,2,3 8 29 34 39 49,2,29 34 70 79,1,3 8 12 33 49,1,3 8 12 29 33 49,2,3 34 64 70,1,3 34 64 70 8,1,3 34 64 70 8 39,1,1.0,1.25,1.5
48843,48844,16606,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,7 52 60 73,0,7 52 60 73 17,0,7 52 60 73 17 19,0,40 71 72 79,1,40 71 72 79 55,1,40 71 72 79 55 3,1,3 8 29 34,0,3 8 29 34 39,0,3 8 29 34 39 65,1,3 8 29 70,0,3 8 29 70 34,0,3 8 29 70 34 61,0,56 72 79 80,3,56 72 79 80 64,3,56 72 79 80 64 55,3,3 8 29 70,0,3 8 29 70 34,0,3 8 29 70 34 61,0,3 8 29 34,0,3 8 29 34 70,0,3 8 29 34 70 61,0,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 29 34 61,0,3 29 34 61 64,0,3 29 34 61 64 8,0,3 7 15 16,1,3 7 15 16 17,1,3 7 15 16 17 20,2,72 74 77 80,2,72 74 77 80 76,3,72 74 77 80 76 73,3,3 72 34 64,1,3 72 34 64 44,1,3 72 34 64 44 35,1,8 29 34 70,0,8 29 34 44 70,0,8 29 34 35 44 70,0,3 8 29 70,0,3 8 29 70 34,0,3 8 29 70 34 61,0,8 29 34 70,0,8 35 39 65 70,1,8 35 39 44 65 70,1,3 36 44 61,0,3 36 44 61 29,0,3 36 44 61 29 62,0,1.0,1.25,1.5
48844,48845,16607,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,7 56 60 73,0,7 56 60 73 17,1,7 56 60 73 17 19,1,40 71 72 79,2,40 71 72 79 55,2,40 71 72 79 55 80,2,3 8 29 34,0,3 8 29 34 39,0,3 8 29 34 39 65,0,3 8 39 61,0,3 8 39 61 29,0,3 8 39 61 29 34,0,8 56 72 79,1,8 56 72 79 80,1,8 56 72 79 80 10,1,3 8 39 61,0,3 8 39 61 29,0,3 8 39 61 29 34,0,3 29 34 61,0,3 29 34 61 39,0,3 29 34 61 39 70,1,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 12 39 61,0,3 12 39 61 79,0,3 12 39 61 79 70,1,6 10 15 20,1,6 10 15 20 21,2,6 10 15 20 21 28,3,72 74 77 80,2,72 74 77 80 76,2,72 74 77 80 76 73,2,72 3 63 34,1,72 3 63 34 44,1,72 3 63 34 44 65,1,29 34 70 79,1,8 29 34 39 70,1,3 8 29 34 70 79,1,3 8 39 61,0,3 8 39 61 29,0,3 8 39 61 29 34,0,29 34 70 79,1,12 44 61 65 72,1,12 29 44 61 65 72,1,63 65 72 76,1,63 65 72 76 28,2,63 65 72 76 28 80,2,1.0,1.25,1.5
48845,48846,16608,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 19 56 72,1,17 19 56 72 27,2,17 19 56 72 27 73,2,40 55 71 72,2,40 55 71 72 79,2,40 55 71 72 79 80,2,3 29 34 70,1,3 29 34 70 8,1,3 29 34 70 8 65,1,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 12,2,40 64 72 79,1,40 64 72 79 80,1,40 64 72 79 80 2,1,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 12,2,3 8 29 70,1,3 8 29 70 34,1,3 8 29 70 34 39,1,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,33 61 64 70,1,33 61 64 70 29,2,33 61 64 70 29 12,3,2 4 9 17,2,2 4 9 17 20,2,2 4 9 17 20 21,2,72 74 77 80,2,72 74 77 80 12,3,72 74 77 80 12 76,4,72 3 70 62,2,72 3 70 62 63,2,72 3 70 62 63 44,3,34 54 70 79,0,8 34 39 70 72,1,12 34 44 61 70 72,3,8 29 39 70,1,8 29 39 70 12,2,8 29 39 70 12 3,2,12 44 61 72,3,12 44 61 65 72,3,12 44 54 61 62 72,4,52 62 70 72,2,52 62 70 72 54,2,52 62 70 72 54 20,2,1.0,1.25,1.5
48846,48847,16609,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 19 56 72,1,17 19 56 72 27,1,17 19 56 72 27 60,2,40 71 72 77,0,40 71 72 77 79,0,40 71 72 77 79 80,1,3 8 29 61,2,3 8 29 61 70,2,3 8 29 61 70 34,2,8 29 34 39,2,8 29 34 39 70,2,8 29 34 39 70 3,2,2 40 72 79,0,2 40 72 79 80,1,2 40 72 79 80 64,1,8 29 34 39,2,8 29 34 39 70,2,8 29 34 39 70 3,2,3 8 29 70,2,3 8 29 70 39,2,3 8 29 70 39 61,2,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,1,34 61 70 79,0,34 61 70 79 8,1,34 61 70 79 8 12,2,1 4 9 12,1,1 4 9 12 14,1,1 4 9 12 14 22,1,72 74 77 80,1,72 74 77 80 2,1,72 74 77 80 2 62,1,72 62 3 12,1,72 62 3 12 70,1,72 62 3 12 70 44,1,8 29 34 70,2,8 29 34 60 70,3,8 29 34 60 70 72,3,8 29 34 39,2,8 29 34 39 70,2,8 29 34 39 70 3,2,12 44 61 72,1,8 29 34 60 70,3,12 29 44 61 65 72,3,12 29 62 72,2,12 29 62 72 44,2,12 29 62 72 44 14,2,1.0,1.25,1.5
48847,48848,16610,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 27 56 72,0,17 27 56 72 7,0,17 27 56 72 7 60,1,40 72 79 80,0,40 72 79 80 77,0,40 72 79 80 77 3,0,3 8 34 70,2,3 8 34 70 65,2,3 8 34 70 65 61,2,3 8 29 39,0,3 8 29 39 52,0,3 8 29 39 52 34,1,25 40 72 79,0,25 40 72 79 10,0,25 40 72 79 10 62,1,3 8 29 39,0,3 8 29 39 52,0,3 8 29 39 52 34,1,3 8 29 52,0,3 8 29 52 39,0,3 8 29 52 39 34,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 39 64,0,3 29 39 64 8,0,3 29 39 64 8 52,0,5 7 8 10,0,5 7 8 10 12,1,5 7 8 10 12 17,1,72 74 77 80,0,72 74 77 80 2,1,72 74 77 80 2 10,1,72 20 12 52,1,72 20 12 52 3,1,72 20 12 52 3 60,2,29 34 70 79,2,8 29 34 70 79,2,8 29 34 52 60 70,3,3 8 29 39,0,3 8 29 39 52,0,3 8 29 39 52 34,1,29 34 70 79,2,29 34 54 70 79,3,8 29 34 52 60 72,2,8 54 60 65,2,8 54 60 65 31,2,8 54 60 65 31 12,3,1.0,1.25,1.5
48848,48849,16611,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 27 30 60,0,17 27 30 60 72,1,17 27 30 60 72 12,2,40 72 79 80,1,40 72 79 80 77,2,40 72 79 80 77 3,3,3 8 29 70,4,3 8 29 70 34,4,3 8 29 70 34 61,4,8 29 39 70,4,8 29 39 70 34,4,8 29 39 70 34 63,4,10 72 79 80,1,10 72 79 80 9,1,10 72 79 80 9 63,1,8 29 39 70,4,8 29 39 70 34,4,8 29 39 70 34 63,4,29 34 39 70,3,29 34 39 70 3,4,29 34 39 70 3 8,5,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,3,29 39 49 64,3,29 39 49 64 63,3,29 39 49 64 63 65,3,2 11 12 14,1,2 11 12 14 15,2,2 11 12 14 15 16,3,72 74 77 80,2,72 74 77 80 2,2,72 74 77 80 2 62,2,72 70 34 17,2,72 70 34 17 20,2,72 70 34 17 20 54,2,8 29 34 70,3,8 29 34 63 70,3,8 29 34 39 65 70,4,8 29 39 70,4,8 29 39 70 34,4,8 29 39 70 34 63,4,8 34 60 70,2,8 29 34 60 70,3,8 39 54 60 65 70,3,34 54 66 70,1,34 54 66 70 36,1,34 54 66 70 36 60,1,1.0,1.25,1.5
48851,48852,16613,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 17 59 62,2,12 17 59 62 30,2,12 17 59 62 30 29,2,72 77 79 80,1,72 77 79 80 3,1,72 77 79 80 3 40,1,3 8 29 34,2,3 8 29 34 61,2,3 8 29 34 61 70,2,3 29 39 70,0,3 29 39 70 61,0,3 29 39 70 61 34,1,10 56 72 79,0,10 56 72 79 77,0,10 56 72 79 77 62,0,3 29 39 70,0,3 29 39 70 61,0,3 29 39 70 61 14,0,3 29 61 70,0,3 29 61 70 39,0,3 29 61 70 39 14,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 39 64,0,3 29 39 64 63,0,3 29 39 64 63 17,0,7 25 29 34,2,7 25 29 34 36,3,7 25 29 34 36 38,3,72 74 77 80,2,72 74 77 80 2,2,72 74 77 80 2 76,2,72 34 29 12,2,72 34 29 12 52,2,72 34 29 12 52 62,2,29 34 70 79,1,14 29 65 70 79,0,12 14 29 65 70 79,1,3 29 39 70,0,3 29 39 70 61,0,3 29 39 70 61 14,0,29 34 70 79,1,14 29 65 70 79,0,14 20 29 65 70 79,0,29 34 52 79,1,29 34 52 79 63,1,29 34 52 79 63 65,1,1.0,1.25,1.5
48852,48853,16614,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 17 24 59,1,12 17 24 59 29,1,12 17 24 59 29 60,1,72 77 79 80,2,72 77 79 80 40,3,72 77 79 80 40 3,3,3 8 29 39,1,3 8 29 39 34,1,3 8 29 39 34 70,2,3 8 29 39,1,3 8 29 39 14,1,3 8 29 39 14 70,2,10 72 79 80,2,10 72 79 80 56,3,10 72 79 80 56 77,3,3 8 29 39,1,3 8 29 39 14,1,3 8 29 39 14 70,2,3 8 29 39,1,3 8 29 39 70,2,3 8 29 39 70 34,2,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 29 34 39,1,3 29 34 39 76,1,3 29 34 39 76 15,1,4 7 8 9,0,4 7 8 9 11,0,4 7 8 9 11 12,0,72 74 77 80,1,72 74 77 80 2,1,72 74 77 80 2 76,1,34 72 8 12,1,34 72 8 12 29,1,34 72 8 12 29 60,1,8 34 60 70,1,8 29 34 60 70,1,8 29 34 52 60 70,1,3 8 29 39,1,3 8 29 39 14,1,3 8 29 39 14 70,2,8 34 60 70,1,8 35 39 65 70,2,8 35 39 44 65 70,3,8 34 36 44,1,8 34 36 44 12,1,8 34 36 44 12 73,2,1.0,1.25,1.5
48853,48854,16615,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 17 59 78,1,12 17 59 78 72,1,12 17 59 78 72 50,1,40 72 77 79,0,40 72 77 79 80,0,40 72 77 79 80 56,0,8 29 34 65,2,8 29 34 65 70,2,8 29 34 65 70 3,2,3 8 29 61,1,3 8 29 61 70,1,3 8 29 61 70 39,1,25 72 79 80,0,25 72 79 80 40,0,25 72 79 80 40 2,0,3 8 29 61,1,3 8 29 61 70,1,3 8 29 61 70 39,1,3 8 29 61,1,3 8 29 61 70,1,3 8 29 61 70 39,1,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,2,12 44 61 70,0,12 44 61 70 35,0,12 44 61 70 35 28,0,17 21 23 26,0,17 21 23 26 30,1,17 21 23 26 30 39,1,72 74 77 80,1,72 74 77 80 76,1,72 74 77 80 76 10,2,72 34 70 44,1,72 34 70 44 8,1,72 34 70 44 8 12,1,29 34 70 79,2,8 29 34 70 79,2,8 29 34 39 70 79,2,3 8 29 61,1,3 8 29 61 70,1,3 8 29 61 70 39,1,29 34 70 79,2,29 34 54 70 79,2,12 29 44 61 65 72,1,44 70 72 79,0,44 70 72 79 39,0,44 70 72 79 39 73,1,1.0,1.25,1.5
48854,48855,16616,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 29 59 78,1,17 29 59 78 34,2,17 29 59 78 34 72,3,40 72 77 79,2,40 72 77 79 80,2,40 72 77 79 80 3,3,3 8 29 61,1,3 8 29 61 34,2,3 8 29 61 34 70,2,3 8 29 39,1,3 8 29 39 34,2,3 8 29 39 34 61,2,56 72 79 80,2,56 72 79 80 10,2,56 72 79 80 10 8,2,3 8 29 39,1,3 8 29 39 34,2,3 8 29 39 34 61,2,3 29 39 61,1,3 29 39 61 34,2,3 29 39 61 34 8,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 49,2,3 29 34 49 8,2,3 29 34 49 8 17,2,5 6 10 11,1,5 6 10 11 19,1,5 6 10 11 19 29,1,72 74 77 80,2,72 74 77 80 76,2,72 74 77 80 76 10,2,34 72 29 52,3,34 72 29 52 70,3,34 72 29 52 70 60,4,29 34 70 79,2,8 29 34 70 79,2,8 29 34 35 70 79,2,3 8 29 39,1,3 8 29 39 34,2,3 8 29 39 34 61,2,29 34 70 79,2,8 35 44 65 70,0,8 29 34 35 70 79,2,34 52 60 73,3,34 52 60 73 29,3,34 52 60 73 29 36,3,1.0,1.25,1.5
48855,48856,16617,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,17 24 30 78,1,17 24 30 78 29,1,17 24 30 78 29 59,1,40 72 79 80,2,40 72 79 80 3,3,40 72 79 80 3 9,3,3 8 29 61,1,3 8 29 61 34,1,3 8 29 61 34 65,1,29 34 65 70,1,29 34 65 70 39,1,29 34 65 70 39 8,1,10 72 79 80,2,10 72 79 80 9,2,10 72 79 80 9 11,2,29 34 65 70,1,29 34 65 70 39,1,29 34 65 70 39 8,1,3 29 34 70,2,3 29 34 70 39,2,3 29 34 70 39 65,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,29 34 64 65,1,29 34 64 65 3,2,29 34 64 65 3 70,3,2 3 9 11,1,2 3 9 11 24,2,2 3 9 11 24 26,2,72 74 77 80,3,72 74 77 80 76,3,72 74 77 80 76 79,3,34 72 29 52,1,34 72 29 52 3,2,34 72 29 52 3 60,2,29 34 70 79,1,8 29 34 60 70,1,8 29 34 60 70 72,2,29 34 65 70,1,29 34 65 70 39,1,29 34 65 70 39 8,1,29 34 70 79,1,8 29 34 60 70,1,8 29 34 52 60 72,1,3 34 52 72,2,3 34 52 72 79,2,3 34 52 72 79 60,2,1.0,1.25,1.5
48856,48857,16618,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,24 29 30 72,0,24 29 30 72 78,1,24 29 30 72 78 50,1,40 72 79 80,2,40 72 79 80 3,2,40 72 79 80 3 9,2,3 8 29 70,1,3 8 29 70 34,2,3 8 29 70 34 61,2,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,40 63 72 79,2,40 63 72 79 80,3,40 63 72 79 80 10,3,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,3 29 39 70,0,3 29 39 70 61,0,3 29 39 70 61 34,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,33 60 61 70,0,33 60 61 70 64,0,33 60 61 70 64 34,1,3 7 12 14,0,3 7 12 14 19,1,3 7 12 14 19 20,1,72 74 77 80,1,72 74 77 80 79,2,72 74 77 80 79 76,2,34 70 3 29,1,34 70 3 29 72,1,34 70 3 29 72 60,1,29 34 70 79,2,8 29 34 60 70,2,8 29 34 39 60 70,2,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,29 34 70 79,2,14 29 65 70 79,1,8 29 34 39 60 70,2,3 12 64 70,0,3 12 64 70 28,0,3 12 64 70 28 24,0,1.0,1.25,1.5
48857,48858,16619,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,30 50 59 78,0,30 50 59 78 34,0,30 50 59 78 34 48,0,3 9 40 71,1,3 9 40 71 72,1,3 9 40 71 72 77,1,3 8 29 34,0,3 8 29 34 70,1,3 8 29 34 70 65,1,3 29 34 39,1,3 29 34 39 70,2,3 29 34 39 70 64,2,8 56 72 79,1,8 56 72 79 40,1,8 56 72 79 40 80,1,3 29 34 39,1,3 29 34 39 70,2,3 29 34 39 70 64,2,3 29 34 70,1,3 29 34 70 39,2,3 29 34 70 39 61,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 39,1,3 29 34 39 64,1,3 29 34 39 64 52,1,8 15 18 19,2,8 15 18 19 27,2,8 15 18 19 27 34,2,72 74 77 80,0,72 74 77 80 79,1,72 74 77 80 79 75,2,34 72 8 3,0,34 72 8 3 70,1,34 72 8 3 70 52,1,29 34 70 79,2,29 34 52 70 79,2,8 29 34 52 70 79,2,3 29 34 39,1,3 29 34 39 70,2,3 29 34 39 70 64,2,29 34 70 79,2,29 34 65 70 79,2,29 34 63 65 70 79,2,8 34 63 79,1,8 34 63 79 44,1,8 34 63 79 44 36,2,1.0,1.25,1.5
48858,48859,16620,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 15 36 48,0,12 15 36 48 78,0,12 15 36 48 78 7,0,71 72 79 80,1,71 72 79 80 9,1,71 72 79 80 9 40,1,8 29 34 39,1,8 29 34 39 3,2,8 29 34 39 3 70,2,3 29 34 70,1,3 29 34 70 39,2,3 29 34 70 39 52,2,2 72 79 80,0,2 72 79 80 56,0,2 72 79 80 56 64,0,3 29 34 70,1,3 29 34 70 39,2,3 29 34 70 39 52,2,3 29 34 70,1,3 29 34 70 61,2,3 29 34 70 61 39,3,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,3,3 29 34 52,1,3 29 34 52 70,1,3 29 34 52 70 12,1,2 7 15 19,0,2 7 15 19 21,1,2 7 15 19 21 22,1,72 74 77 80,0,72 74 77 80 79,0,72 74 77 80 79 75,0,34 70 79 8,0,34 70 79 8 12,0,34 70 79 8 12 29,0,29 34 70 79,0,29 34 52 70 79,0,8 29 34 52 70 79,0,3 29 34 70,1,3 29 34 70 39,2,3 29 34 70 39 52,2,29 34 70 79,0,29 34 65 70 79,0,29 34 63 65 70 79,0,28 39 70 79,1,28 39 70 79 22,1,28 39 70 79 22 36,1,1.0,1.25,1.5
48859,48860,16621,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 48 50 78,2,12 48 50 78 21,2,12 48 50 78 21 70,2,71 72 79 80,2,71 72 79 80 3,3,71 72 79 80 3 9,4,3 8 29 70,2,3 8 29 70 34,3,3 8 29 70 34 61,3,3 8 29 61,2,3 8 29 61 39,3,3 8 29 61 39 12,4,40 72 79 80,1,40 72 79 80 10,1,40 72 79 80 10 56,1,3 8 29 61,2,3 8 29 61 39,3,3 8 29 61 39 12,4,3 29 34 61,3,3 29 34 61 8,3,3 29 34 61 8 70,3,1 2 3 4,2,1 2 3 4 5,3,1 2 3 4 5 6,3,3 12 34 61,3,3 12 34 61 29,4,3 12 34 61 29 66,4,3 4 5 13,3,3 4 5 13 21,3,3 4 5 13 21 24,3,72 74 77 80,0,72 74 77 80 79,1,72 74 77 80 79 52,1,34 70 44 72,1,34 70 44 72 3,2,34 70 44 72 3 79,3,29 34 70 79,3,8 29 34 39 70,3,8 29 34 39 70 79,4,3 8 29 61,2,3 8 29 61 39,3,3 8 29 61 39 12,4,29 34 70 79,3,12 44 61 65 72,2,12 29 44 61 65 72,3,3 44 61 73,1,3 44 61 73 50,1,3 44 61 73 50 39,2,1.0,1.25,1.5
48860,48861,16622,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 34 48 62,0,12 34 48 62 70,0,12 34 48 62 70 78,0,71 72 79 80,1,71 72 79 80 3,1,71 72 79 80 3 9,2,3 8 61 70,1,3 8 61 70 29,1,3 8 61 70 29 65,1,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 61,0,62 71 72 79,1,62 71 72 79 3,1,62 71 72 79 3 34,1,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 61,0,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 61,0,1 2 3 4,0,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 33 39,0,3 29 33 39 36,0,3 29 33 39 36 61,0,3 4 5 9,2,3 4 5 9 12,2,3 4 5 9 12 23,2,72 74 79 80,1,72 74 79 80 77,1,72 74 79 80 77 75,1,34 79 3 29,0,34 79 3 29 9,1,34 79 3 29 9 44,2,29 34 70 79,0,29 34 65 70 79,0,29 34 39 65 70 79,0,3 29 39 70,0,3 29 39 70 34,0,3 29 39 70 34 61,0,29 34 70 79,0,29 34 65 70 79,0,29 34 63 65 70 79,0,3 29 34 79,0,3 29 34 79 12,0,3 29 34 79 12 39,0,1.0,1.25,1.5
48863,48864,16624,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 34 36 48,2,12 34 36 48 78,3,12 34 36 48 78 5,3,71 72 79 80,1,71 72 79 80 3,1,71 72 79 80 3 9,2,8 29 34 70,2,8 29 34 70 3,2,8 29 34 70 3 63,2,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 63,1,71 72 79 80,1,71 72 79 80 34,1,71 72 79 80 34 9,2,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 63,1,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 52,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,29 34 39 64,1,29 34 39 64 20,1,29 34 39 64 20 9,2,6 8 10 14,1,6 8 10 14 15,1,6 8 10 14 15 16,1,72 74 79 80,2,72 74 79 80 77,3,72 74 79 80 77 75,3,34 29 8 79,3,34 29 8 79 44,3,34 29 8 79 44 3,3,29 34 70 79,2,29 34 54 70 79,2,8 29 34 39 54 70,2,29 34 39 70,1,29 34 39 70 3,1,29 34 39 70 3 63,1,29 34 70 79,2,29 34 54 70 79,2,8 29 34 35 70 79,3,8 29 34 64,2,8 29 34 64 61,2,8 29 34 64 61 24,2,1.0,1.25,1.5
48864,48865,16625,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,34 36 53 78,1,34 36 53 78 73,1,34 36 53 78 73 48,1,71 72 79 80,1,71 72 79 80 3,1,71 72 79 80 3 9,2,3 29 34 61,1,3 29 34 61 70,1,3 29 34 61 70 8,1,3 8 29 34,1,3 8 29 34 39,2,3 8 29 34 39 70,2,8 71 72 79,1,8 71 72 79 56,2,8 71 72 79 56 78,2,3 8 29 34,1,3 8 29 34 39,2,3 8 29 34 39 70,2,3 29 34 61,1,3 29 34 61 70,1,3 29 34 61 70 39,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 39,2,3 29 34 39 70,2,3 29 34 39 70 8,2,8 9 27 29,2,8 9 27 29 36,2,8 9 27 29 36 41,3,72 74 79 80,1,72 74 79 80 77,1,72 74 79 80 77 75,1,34 79 29 8,1,34 79 29 8 44,1,34 79 29 8 44 64,1,29 34 70 79,1,8 29 34 60 70,1,8 29 34 39 60 70,2,3 8 29 34,1,3 8 29 34 39,2,3 8 29 34 39 70,2,29 34 70 79,1,14 29 65 70 79,1,14 29 44 65 70 79,1,8 29 73 79,1,8 29 73 79 74,1,8 29 73 79 74 36,1,1.0,1.25,1.5
48865,48866,16626,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,29 36 53 78,1,29 36 53 78 41,1,29 36 53 78 41 34,1,9 71 72 79,2,9 71 72 79 80,2,9 71 72 79 80 56,2,8 29 34 70,0,8 29 34 70 3,0,8 29 34 70 3 39,0,3 29 34 39,0,3 29 34 39 52,1,3 29 34 39 52 14,1,9 71 72 79,2,9 71 72 79 8,2,9 71 72 79 8 34,2,3 29 34 39,0,3 29 34 39 52,1,3 29 34 39 52 14,1,3 29 34 39,0,3 29 34 39 61,0,3 29 34 39 61 70,0,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 12 29 34,0,3 12 29 34 52,1,3 12 29 34 52 14,1,4 9 12 15,1,4 9 12 15 16,2,4 9 12 15 16 18,2,72 74 79 80,1,72 74 79 80 75,2,72 74 79 80 75 77,2,34 29 79 39,1,34 29 79 39 8,1,34 29 79 39 8 24,1,29 34 70 79,1,29 34 54 70 79,1,29 34 52 54 70 79,2,3 29 34 39,0,3 29 34 39 52,1,3 29 34 39 52 14,1,29 34 70 79,1,29 34 54 70 79,1,24 29 34 54 70 79,1,12 24 29 39,0,12 24 29 39 9,1,12 24 29 39 9 72,1,1.0,1.25,1.5
