Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
33031,33032,1958,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 14 21 53 52 65,1,1,1,15 22 58 61 6 34,0,0,1,19 51 71 73 79 23,2,2,2,15 19 42 51 23 52,1,1,1,5 14 18 23 30 35,1,2,2,35 55 58 60 45 40,0,1,2,45 51 68 55 23 15,2,2,2,1.0,1.25,1.5
33032,33033,1959,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,14 45 53 57 25 51,1,1,1,15 22 45 58 61 34,2,2,2,19 45 51 52 23 42,1,1,1,23 34 51 52 15 19,0,0,0,11 16 18 20 25 27,0,0,0,51 55 58 60 25 30,1,1,1,51 45 68 23 55 14,1,1,1,1.0,1.25,1.5
33033,33034,1960,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 45 47 53 18 62,1,1,1,15 22 45 58 61 6,1,1,2,51 52 55 73 19 23,0,0,0,15 45 51 71 19 55,1,1,1,6 9 12 13 17 21,1,2,2,45 50 55 60 25 30,0,0,1,45 51 55 21 35 15,0,1,1,1.0,1.25,1.5
33034,33035,1961,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 18 44 45 62 14,3,3,3,6 15 22 45 58 61,3,3,3,19 51 52 55 68 79,0,0,0,15 19 23 51 52 42,1,1,1,6 7 17 22 27 28,1,2,2,25 45 55 60 35 30,1,1,2,45 35 51 68 55 46,1,1,1,1.0,1.25,1.5
33035,33036,1962,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 44 45 53 57 18,2,2,3,6 15 22 45 58 35,1,1,2,19 23 51 71 55 73,1,1,1,15 45 51 52 19 79,2,2,2,5 6 9 13 15 18,1,1,2,25 35 45 55 60 40,2,2,2,45 15 35 51 70 68,2,2,3,1.0,1.25,1.5
33036,33037,1963,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 18 37 45 53 57,2,2,2,6 15 22 35 45 58,0,0,0,23 45 51 52 73 19,0,0,0,15 51 52 55 42 79,0,0,0,2 9 16 17 18 20,2,3,3,25 35 55 60 45 30,0,0,0,45 68 15 51 6 35,0,0,0,1.0,1.25,1.5
33037,33038,1964,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,6 18 45 53 37 14,0,1,1,6 15 22 45 58 61,1,1,1,23 45 51 70 71 19,0,0,0,15 19 51 52 49 45,2,2,2,11 12 14 16 17 18,0,1,1,25 35 45 55 40 60,0,0,0,45 68 35 15 6 51,1,1,1,1.0,1.25,1.5
33038,33039,1965,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 26 37 45 53 17,1,1,1,15 22 45 58 61 68,1,1,2,15 51 52 55 42 19,0,0,1,15 19 51 52 23 73,1,1,2,3 10 15 17 21 24,0,0,0,35 37 55 57 25 40,0,0,0,15 45 37 26 35 68,0,0,1,1.0,1.25,1.5
33039,33040,1966,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 37 45 66 47 53,0,0,0,15 22 45 68 58 61,1,1,1,19 51 70 79 73 52,2,2,2,42 45 49 51 19 52,1,2,2,14 16 18 19 22 33,3,4,4,35 55 56 57 60 45,0,1,1,45 68 46 15 70 37,1,1,1,1.0,1.25,1.5
33040,33041,1967,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 45 47 53 37 17,1,1,1,15 22 45 68 58 51,1,1,1,45 51 52 79 42 73,0,0,0,42 51 52 68 49 19,1,1,1,9 12 13 14 16 17,0,0,0,25 26 55 56 57 35,2,2,3,45 68 46 15 16 47,1,1,1,1.0,1.25,1.5
33041,33042,1968,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 37 53 70 72 17,1,2,2,15 22 45 68 58 51,1,1,1,19 51 55 73 70 52,1,1,2,15 19 23 51 73 79,1,1,1,2 23 24 31 32 35,1,1,1,25 26 55 56 57 35,2,2,2,45 68 70 35 46 37,1,1,1,1.0,1.25,1.5
33042,33043,1969,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 53 66 72 35 67,2,2,3,15 22 45 68 40 51,1,2,3,19 42 51 52 23 45,2,2,3,15 19 51 52 45 34,2,3,3,9 18 23 30 33 38,1,1,1,25 55 56 57 35 45,2,2,3,45 35 68 66 46 55,1,1,1,1.0,1.25,1.5
33043,33044,1970,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 66 67 72 9 45,1,1,2,15 22 40 45 51 68,3,3,3,19 23 45 51 52 73,1,1,1,15 19 51 66 52 14,0,0,0,1 3 9 12 17 25,2,2,3,51 55 56 57 67 60,0,0,1,45 51 68 70 37 61,1,1,1,1.0,1.25,1.5
33046,33047,1972,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 56 66 72 67 45,1,2,2,15 22 40 45 51 68,1,1,1,19 42 45 51 52 15,1,2,3,15 19 42 51 52 23,2,3,3,3 5 8 10 11 19,0,0,1,25 27 55 56 57 51,1,1,1,45 37 35 23 51 61,0,0,0,1.0,1.25,1.5
33047,33048,1973,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,18 56 72 77 67 66,1,1,1,15 40 45 51 68 22,1,1,2,19 51 52 55 11 45,2,3,3,15 51 66 71 16 52,1,1,1,4 7 15 16 19 21,0,0,0,25 55 56 57 65 27,1,1,1,45 16 52 15 66 21,0,0,0,1.0,1.25,1.5
33048,33049,1974,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,56 66 67 72 77 17,2,3,3,15 40 45 51 68 22,1,1,1,19 45 51 52 42 73,1,2,2,15 19 46 51 16 23,0,1,1,1 2 3 10 11 12,0,0,0,25 26 27 55 56 57,2,2,2,45 26 22 51 16 15,2,3,3,1.0,1.25,1.5
33049,33050,1975,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,56 66 72 77 67 37,2,3,3,40 45 51 68 6 15,0,0,0,19 51 52 70 55 42,2,2,2,23 42 51 73 19 45,0,1,1,6 16 26 31 35 37,2,3,3,25 55 56 57 26 52,2,3,3,45 37 55 16 66 26,0,0,1,1.0,1.25,1.5
33050,33051,1976,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,56 66 72 77 67 37,1,2,2,40 45 51 68 15 35,2,2,3,45 51 52 55 19 70,1,1,1,15 19 51 79 23 42,1,1,1,9 14 19 20 21 25,1,1,2,25 27 55 57 65 26,1,1,1,45 70 61 35 55 21,1,1,1,1.0,1.25,1.5
33051,33052,1977,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,66 67 72 77 56 54,1,2,3,40 45 51 68 35 61,1,1,1,19 23 51 52 45 68,1,1,2,15 19 23 51 16 71,0,0,0,1 3 9 24 25 29,2,2,3,25 27 55 65 57 26,1,1,1,35 66 51 45 61 26,0,0,0,1.0,1.25,1.5
33052,33053,1978,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,56 67 72 77 54 66,2,3,3,40 45 51 68 61 6,0,0,0,19 45 51 52 70 73,1,2,2,19 42 51 52 15 45,1,1,1,1 8 13 14 20 22,1,1,2,27 55 57 67 25 65,0,0,0,55 52 22 51 66 45,1,1,1,1.0,1.25,1.5
33053,33054,1979,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,54 56 72 77 67 62,0,0,0,22 35 40 45 51 56,0,0,0,19 45 51 70 73 55,2,2,3,16 42 51 79 71 19,0,0,1,2 9 11 14 16 19,0,0,1,25 26 27 55 56 57,2,2,3,55 70 35 22 51 16,2,2,2,1.0,1.25,1.5
33054,33055,1980,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,56 62 72 77 19 67,1,1,1,22 35 45 51 56 68,1,1,2,19 45 51 52 55 73,1,1,1,15 49 51 52 79 71,0,0,0,3 12 15 19 20 26,1,1,1,25 55 56 57 65 66,0,1,1,55 70 22 35 19 51,0,0,0,1.0,1.25,1.5
33055,33056,1981,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,54 56 62 77 72 67,2,2,2,22 35 44 45 51 68,1,1,1,19 51 55 73 45 52,1,1,1,15 19 45 51 14 42,1,2,2,1 2 11 12 14 21,2,3,3,55 62 65 66 67 25,1,1,1,55 45 70 68 26 35,0,0,0,1.0,1.25,1.5
33056,33057,1982,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,54 56 62 77 67 63,0,0,1,35 44 45 51 68 22,1,1,2,19 51 68 73 45 42,2,2,2,19 51 52 55 45 68,1,1,1,1 3 8 12 14 18,2,2,2,55 57 65 67 52 56,0,0,0,55 45 35 68 19 70,0,0,1,1.0,1.25,1.5
33057,33058,1983,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 54 62 77 63 56,2,2,2,22 35 40 44 45 51,1,1,1,19 22 51 73 52 68,1,1,1,19 45 51 52 73 23,0,1,1,3 8 10 11 17 22,1,1,1,55 57 65 67 25 52,1,1,1,22 51 70 45 55 54,0,0,0,1.0,1.25,1.5
33058,33059,1984,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 54 62 77 44 12,0,0,0,44 45 51 68 3 22,0,0,1,19 51 68 73 55 45,2,2,2,42 45 51 52 23 55,1,1,1,1 2 3 4 12 13,0,0,0,52 57 62 67 55 65,1,1,1,51 70 14 55 22 45,0,1,1,1.0,1.25,1.5
33059,33060,1985,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 19 44 62 24 54,2,3,3,35 45 51 68 3 22,0,1,2,19 51 52 55 15 45,1,1,1,23 42 51 52 15 19,0,0,1,6 8 19 20 22 27,2,3,4,52 56 57 67 55 27,1,1,2,22 35 19 51 55 73,2,2,2,1.0,1.25,1.5
33060,33061,1986,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 44 62 77 78 3,1,1,1,3 22 35 45 51 68,1,1,1,19 45 51 52 42 55,1,1,2,19 45 51 52 55 79,1,2,2,3 9 10 13 14 18,0,0,1,17 27 57 67 56 26,1,1,1,22 14 19 3 35 51,0,0,0,1.0,1.25,1.5
33061,33062,1987,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,19 24 44 77 14 62,1,1,1,22 45 51 68 3 35,1,2,2,19 45 51 73 52 46,0,0,1,15 19 51 52 45 60,0,0,0,2 7 11 18 25 27,1,1,2,17 27 57 67 26 66,2,2,2,22 55 73 19 14 26,1,1,1,1.0,1.25,1.5
33062,33063,1988,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 24 44 77 14 62,0,0,0,3 22 44 45 68 35,0,1,2,19 45 51 73 52 68,1,2,3,19 45 51 52 55 15,2,2,2,3 6 9 10 17 18,0,0,0,17 27 57 67 22 47,1,1,2,22 55 3 70 73 19,0,0,0,1.0,1.25,1.5
33063,33064,1989,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,14 62 63 78 27 43,1,1,1,3 35 44 45 51 68,0,0,0,19 51 52 73 68 45,0,0,0,42 51 52 55 73 79,0,0,1,1 4 16 27 30 34,1,2,3,17 27 57 67 47 52,1,1,1,22 51 47 63 68 16,1,1,1,1.0,1.25,1.5
33064,33065,1990,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 14 24 27 63 78,0,1,1,44 45 51 68 3 35,1,1,1,19 42 51 52 45 23,2,2,2,15 19 51 52 79 16,1,1,2,1 2 5 7 9 24,0,1,1,17 27 47 57 67 77,1,1,2,22 51 70 14 19 63,1,1,2,1.0,1.25,1.5
33065,33066,1991,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 24 43 63 3 77,2,2,2,3 35 44 45 51 68,1,1,2,45 51 52 73 55 19,0,0,0,15 45 51 55 42 34,0,1,1,8 9 16 26 31 33,0,1,1,27 47 57 67 77 17,0,0,0,70 63 22 47 52 51,0,0,0,1.0,1.25,1.5
33066,33067,1992,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 14 24 43 63 77,1,1,1,3 44 45 68 22 26,2,2,3,19 51 55 68 42 52,1,1,2,15 19 45 51 42 23,0,0,1,1 6 7 10 11 12,0,0,0,27 47 57 67 17 77,0,0,0,22 14 68 70 63 79,2,2,2,1.0,1.25,1.5
33067,33068,1993,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,14 43 44 63 78 9,0,0,0,26 44 45 68 3 22,1,1,1,45 51 52 73 70 19,0,0,0,15 19 51 52 45 70,0,0,0,5 8 9 14 23 26,0,1,2,27 47 62 67 57 77,2,2,2,14 70 52 44 68 79,0,0,0,1.0,1.25,1.5
33070,33071,1995,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 27 43 80 11 49,1,1,2,26 44 45 68 3 35,0,0,0,19 42 51 52 73 79,0,1,2,19 42 51 55 79 23,0,1,2,2 4 5 9 11 13,1,1,1,17 27 67 77 22 62,1,1,1,79 73 23 68 14 42,3,4,4,1.0,1.25,1.5
33071,33072,1996,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 8 49 79 27 80,0,0,0,26 44 45 68 3 35,2,2,2,51 52 73 79 22 23,1,1,1,42 51 52 79 68 46,0,1,2,1 5 7 8 10 14,0,0,0,17 27 67 77 47 26,1,2,2,23 79 73 61 14 49,2,2,2,1.0,1.25,1.5
33072,33073,1997,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 27 43 73 80 11,2,2,3,3 26 44 45 51 61,1,1,2,51 52 68 73 19 55,2,2,2,19 51 55 79 15 73,0,0,1,4 9 11 17 20 21,1,2,2,17 27 47 67 77 74,1,1,2,73 23 68 61 79 11,4,4,5,1.0,1.25,1.5
33073,33074,1998,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 20 27 73 80 77,2,3,4,26 44 45 61 68 3,0,1,1,45 51 52 73 19 79,1,2,2,23 42 45 51 19 15,1,2,2,5 6 11 13 14 20,1,1,1,47 67 74 77 44 76,1,1,1,73 61 23 14 68 27,1,2,3,1.0,1.25,1.5
33074,33075,1999,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 27 80 73 20,0,0,0,23 26 35 44 45 51,1,1,1,51 68 73 79 45 11,0,0,0,15 19 23 51 42 73,1,1,1,2 4 11 12 16 17,1,1,1,17 47 67 77 12 14,1,1,1,73 68 61 23 42 11,2,2,2,1.0,1.25,1.5
33075,33076,2000,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 9 11 27 80 61,0,1,1,23 26 35 44 61 68,2,2,2,23 51 52 73 45 34,2,2,3,15 19 51 52 14 49,1,1,2,1 2 5 21 23 25,1,2,2,17 47 62 66 67 27,2,2,2,23 61 68 73 46 11,1,1,1,1.0,1.25,1.5
33076,33077,2001,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 11 80 23 27,0,0,0,23 26 35 61 68 44,1,1,1,51 52 66 73 23 22,0,0,0,23 34 42 51 52 15,1,1,1,2 4 7 8 10 12,1,1,2,17 62 66 67 77 63,0,0,0,23 61 68 73 49 46,0,1,1,1.0,1.25,1.5
33077,33078,2002,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 23 42 80 4 11,2,2,2,23 26 61 68 35 78,0,0,1,19 45 51 52 73 68,1,1,1,19 23 51 52 42 55,1,1,1,4 12 14 18 20 24,0,0,1,12 16 17 62 66 67,1,2,2,23 68 42 14 61 73,0,0,0,1.0,1.25,1.5
33078,33079,2003,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,1 5 23 42 4 80,2,2,2,26 61 68 78 23 2,2,3,3,19 51 52 73 45 16,0,0,0,19 42 51 52 73 49,1,1,2,1 5 9 10 19 22,1,1,1,66 67 76 77 72 26,1,1,1,23 61 73 68 79 42,2,2,3,1.0,1.25,1.5
33079,33080,2004,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 23 42 80 61 11,0,1,1,23 26 61 68 78 2,1,1,1,45 51 61 73 23 52,2,2,2,15 23 51 79 52 42,1,1,1,3 10 12 23 25 28,1,1,2,62 66 72 76 77 67,1,1,2,23 61 49 68 42 73,1,1,1,1.0,1.25,1.5
33082,33083,2006,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 5 12 23 39 42,0,0,1,23 26 68 78 17 61,1,1,1,51 52 55 68 19 73,1,2,3,23 45 51 52 42 79,0,1,2,2 4 9 12 14 15,1,1,1,67 72 76 77 62 66,0,0,0,23 61 14 68 73 26,0,1,1,1.0,1.25,1.5
33083,33084,2007,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 12 23 65 5 39,2,2,2,23 26 68 78 2 3,1,1,2,42 51 55 73 19 45,0,0,0,15 19 46 51 34 45,0,0,0,2 3 8 10 16 19,1,1,1,72 73 76 77 67 17,2,3,3,73 23 61 42 26 68,2,2,2,1.0,1.25,1.5
33084,33085,2008,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 12 23 65 39 75,1,1,1,2 3 23 26 61 68,1,2,2,19 45 51 52 23 73,0,0,1,19 45 51 52 42 15,0,0,0,3 18 20 21 23 29,1,1,2,72 73 76 77 78 17,3,4,4,23 73 61 42 20 79,2,2,2,1.0,1.25,1.5
33085,33086,2009,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,4 12 39 61 75 73,1,1,1,23 26 61 68 78 2,2,2,2,19 45 46 51 52 70,1,1,1,15 19 23 51 73 52,0,0,0,9 12 21 26 29 34,2,2,2,72 73 76 77 78 67,0,0,0,73 23 61 34 46 79,1,1,1,1.0,1.25,1.5
33086,33087,2010,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 39 61 75 4 10,1,1,1,26 61 68 78 23 2,2,2,2,34 42 45 51 73 52,0,1,1,19 42 51 52 79 55,0,0,0,1 5 7 8 10 16,1,1,1,27 72 76 77 67 78,0,1,1,61 73 23 34 45 42,1,1,1,1.0,1.25,1.5
33087,33088,2011,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 61 67 75 4 57,2,2,2,26 61 68 78 23 3,3,3,4,23 46 51 52 19 42,0,0,0,15 19 51 52 23 46,0,0,0,3 5 6 24 26 29,2,3,3,73 76 77 78 72 27,0,0,0,73 23 61 68 26 46,2,3,3,1.0,1.25,1.5
33088,33089,2012,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 61 67 75 57 38,0,0,0,26 61 68 78 3 23,0,0,1,45 51 55 73 23 52,1,2,2,19 23 51 52 42 15,1,1,2,3 6 7 12 16 17,2,3,3,73 76 77 78 67 71,1,1,1,61 23 73 68 26 45,1,1,2,1.0,1.25,1.5
33089,33090,2013,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 41 67 75 57 16,1,1,1,26 61 68 78 3 45,0,0,0,19 51 61 73 79 70,1,1,2,19 23 42 51 52 79,3,3,3,2 6 7 14 15 16,0,0,0,27 67 76 77 71 72,1,1,1,61 23 26 45 73 16,1,1,1,1.0,1.25,1.5
33090,33091,2014,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 41 67 75 57 61,1,1,1,26 61 68 78 23 45,2,3,3,19 51 52 73 68 79,0,1,2,19 45 51 73 68 52,0,1,1,4 5 8 9 18 19,1,1,1,7 27 67 77 76 73,1,2,2,23 45 61 26 47 46,2,2,2,1.0,1.25,1.5
33091,33092,2015,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 12 26 41 60 38,1,1,1,23 26 61 68 78 3,0,0,0,42 45 51 73 11 52,1,1,2,15 19 51 68 52 23,1,2,2,3 5 7 11 21 23,2,2,2,3 73 76 77 63 7,0,0,1,23 3 26 61 34 45,0,0,0,1.0,1.25,1.5
33094,33095,2017,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 5 41 67 7 60,1,1,1,3 26 68 78 2 23,2,2,2,19 42 51 52 73 23,2,2,2,15 19 51 79 49 42,1,1,2,2 3 5 10 11 18,1,2,3,1 3 7 8 4 77,1,1,2,3 34 23 61 26 45,2,2,2,1.0,1.25,1.5
33095,33096,2018,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 34 67 75 5 7,1,2,3,3 26 68 78 2 34,0,0,0,19 42 45 55 73 51,0,0,0,15 19 34 51 52 45,0,1,1,3 11 18 19 20 24,1,1,1,1 3 4 7 8 77,1,1,1,3 34 45 23 61 46,1,1,2,1.0,1.25,1.5
33096,33097,2019,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 5 7 75 67 46,1,1,1,3 26 68 78 2 37,1,1,2,19 23 51 73 55 79,3,4,4,15 19 42 51 79 52,2,2,2,5 7 11 12 14 22,0,0,0,1 4 7 8 3 27,0,0,0,23 3 46 37 34 61,2,2,2,1.0,1.25,1.5
33097,33098,2020,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 53 60 75 3 7,0,0,0,3 26 37 68 78 2,1,1,1,16 19 51 73 68 55,1,2,3,15 23 42 51 16 73,2,2,3,6 16 21 23 28 37,1,1,1,1 4 7 8 3 24,1,1,2,23 3 73 68 42 55,3,4,5,1.0,1.25,1.5
33098,33099,2021,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 41 55 60 53 3,2,2,3,3 23 26 37 68 61,1,1,1,19 51 52 73 45 79,0,0,0,23 45 51 55 19 42,1,1,1,4 14 18 20 23 24,2,2,2,1 3 4 8 48 44,2,2,2,23 68 61 73 3 55,0,1,2,1.0,1.25,1.5
33099,33100,2022,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 41 55 60 18 37,0,0,1,3 23 26 68 2 37,1,1,2,19 45 51 73 52 46,2,2,3,42 46 51 52 19 60,3,4,4,1 2 3 6 10 14,0,1,1,1 3 4 8 44 41,0,0,0,23 61 3 14 42 73,0,1,1,1.0,1.25,1.5
33100,33101,2023,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 37 46 60 55 41,1,2,2,3 23 26 37 68 2,2,2,2,19 51 68 73 23 42,1,1,2,19 42 51 55 73 52,3,3,3,10 19 20 22 24 26,3,4,4,4 8 44 48 1 7,0,0,1,23 42 3 68 37 26,2,3,3,1.0,1.25,1.5
33101,33102,2024,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 7 37 41 55 42,2,2,2,3 26 37 68 23 2,1,1,1,19 42 45 51 55 11,1,1,1,19 46 51 52 23 42,1,1,1,3 6 7 10 16 17,1,1,1,4 7 44 47 8 48,2,2,3,42 23 3 55 68 45,0,1,1,1.0,1.25,1.5
33102,33103,2025,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 24 37 55 41 42,1,1,1,3 26 37 68 78 20,0,0,1,19 51 52 73 68 55,0,0,1,19 23 51 55 42 61,1,1,1,1 4 7 15 20 24,2,3,3,3 4 7 8 44 1,1,2,3,68 23 51 37 42 55,0,0,1,1.0,1.25,1.5
33103,33104,2026,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 20 53 55 46 42,0,0,0,3 26 37 68 20 78,0,0,1,19 51 52 73 55 70,2,2,2,19 51 52 55 42 23,2,2,2,1 2 8 14 15 20,0,1,1,3 4 8 44 48 10,0,1,2,14 23 55 42 68 51,0,0,1,1.0,1.25,1.5
33106,33107,2028,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,5 24 31 55 42 46,1,2,2,3 26 28 37 78 20,0,1,1,19 51 52 73 46 70,0,0,0,19 42 51 52 55 15,1,2,2,5 6 22 24 26 31,1,1,1,4 8 10 48 44 1,3,3,3,55 51 42 47 23 3,3,4,4,1.0,1.25,1.5
33107,33108,2029,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,24 31 42 55 74 20,2,2,2,3 26 37 78 20 23,0,0,0,19 51 52 55 73 70,2,3,3,23 42 51 55 19 45,3,3,3,4 6 10 11 14 17,1,1,2,4 8 10 48 50 7,3,3,3,55 42 23 51 3 20,3,3,3,1.0,1.25,1.5
33108,33109,2030,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 31 55 74 24 51,2,3,3,26 37 47 78 3 20,0,1,1,23 51 52 68 19 42,1,1,1,16 42 45 51 55 52,0,1,1,1 8 10 13 15 17,1,1,2,7 8 10 48 1 4,1,1,1,42 51 55 47 10 23,1,2,2,1.0,1.25,1.5
